Respondent,Hobbyist,Age,CompFreq,CompTotal,Country,CurrencySymbol,EdLevel,Employment,JobSat,NEWDevOps,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWStuck,OrgSize,PlatformDesireNextYear,Gender,UndergradMajor
47584.0,Yes,36.0,Yearly,120000.0,France,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very dissatisfied,Yes,Every few months,No,Yes,No,,100 to 499 employees,Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
,Yes,29.0,Yearly,56600.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,No,No,No,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,"5,000 to 9,999 employees",Android;AWS;Google Cloud Platform;Heroku;iOS;WordPress,Woman,"A business discipline (such as accounting, finance, marketing, etc.)"
47596.0,Yes,54.0,Yearly,130000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,No,Every few months,Yes,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Visit another developer community (please name):,2 to 9 employees,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
47600.0,,35.0,Monthly,650000.0,Kazakhstan,KZT,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed part-time,Slightly satisfied,No,Once a year,Yes,No,Yes,Go for a walk or other physical activity,20 to 99 employees,Android;Docker;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
47617.0,Yes,28.0,Yearly,130000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,Yes,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,"1,000 to 4,999 employees",Arduino;Docker;Kubernetes;Linux;MacOS;Raspberry Pi,Man,"Information systems, information technology, or system administration"
47622.0,Yes,,Yearly,65000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,Not sure,No,Yes,Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,2 to 9 employees,AWS;Docker;Kubernetes;Raspberry Pi,Man,"A business discipline (such as accounting, finance, marketing, etc.)"
47641.0,Yes,38.0,Yearly,152900.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,No,Once every few years,Yes,No,Yes,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",Windows,Woman,"Computer science, computer engineering, or software engineering"
47684.0,No,41.0,Monthly,52000.0,Argentina,ARS,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,No,Once a year,Not sure,No,No,,20 to 99 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,Man,"Computer science, computer engineering, or software engineering"
,Yes,27.0,Yearly,850000.0,India,INR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,100 to 499 employees,AWS;Google Cloud Platform;Microsoft Azure,Woman,"Computer science, computer engineering, or software engineering"
47721.0,Yes,47.0,Yearly,215000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,Yes,Every few months,Yes,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,10 to 19 employees,AWS;Docker;Linux;MacOS,Woman,"Computer science, computer engineering, or software engineering"
47738.0,Yes,21.0,Monthly,13000.0,Brazil,BRL,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,,Every few months,No,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,500 to 999 employees,Arduino;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations,Woman,"Information systems, information technology, or system administration"
47742.0,No,49.0,Yearly,78000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,No,,Not sure,Yes,No,Meditate;Visit Stack Overflow;Watch help / tutorial videos,100 to 499 employees,Windows,Woman,"Computer science, computer engineering, or software engineering"
47753.0,Yes,38.0,Yearly,70000.0,Germany,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,No,Once a year,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,20 to 99 employees,Android;AWS;Docker;Kubernetes;Linux,Man,"Computer science, computer engineering, or software engineering"
47754.0,Yes,32.0,Yearly,100000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Not sure,Once a year,Not sure,No,No,Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"10,000 or more employees",Android;Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
47758.0,Yes,39.0,Yearly,105000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Very satisfied,No,Every few months,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,20 to 99 employees,,Woman,I never declared a major
47775.0,Yes,33.0,Monthly,5500.0,Estonia,EUR,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,Yes,Once a year,No,Yes,Yes,Visit Stack Overflow;Do other work and come back later,"1,000 to 4,999 employees",AWS;Docker;Kubernetes;Linux;Windows,Woman,"Computer science, computer engineering, or software engineering"
47797.0,Yes,29.0,Yearly,98440.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once every few years,Yes,Yes,No,Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,Android;Arduino;Docker;Raspberry Pi;Windows,Woman,"Computer science, computer engineering, or software engineering"
47812.0,No,45.0,Yearly,66000.0,Greece,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,No,Once every few years,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,20 to 99 employees,AWS;Docker;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,Man,"Computer science, computer engineering, or software engineering"
47842.0,Yes,24.0,Yearly,42000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,No,Every few months,No,No,No,Meditate;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,2 to 9 employees,AWS;Linux;Microsoft Azure,Woman,"Computer science, computer engineering, or software engineering"
47844.0,Yes,34.0,Yearly,130000.0,Switzerland,CHF,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Not sure,Every few months,No,No,No,Visit Stack Overflow,500 to 999 employees,Arduino;Docker;Google Cloud Platform;Kubernetes;Linux,Woman,Mathematics or statistics
47884.0,Yes,48.0,Yearly,154000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,No,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,500 to 999 employees,Google Cloud Platform;iOS;MacOS,Man,"A humanities discipline (such as literature, history, philosophy, etc.)"
47911.0,Yes,26.0,Yearly,250000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,Yes,Every few months,No,Yes,Yes,Play games;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,Arduino;AWS;Docker;Kubernetes;Linux;Raspberry Pi,Man,"A natural science (such as biology, chemistry, physics, etc.)"
47940.0,Yes,41.0,Yearly,106000.0,United States,USD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Very satisfied,Yes,Once a year,Yes,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,100 to 499 employees,iOS,Man,Web development or web design
47947.0,No,29.0,Yearly,105000.0,Canada,CAD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,No,Once every few years,Not sure,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
47955.0,Yes,34.0,Yearly,140000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,Not sure,No,No,,10 to 19 employees,Android;iOS,Man,"Information systems, information technology, or system administration"
47965.0,Yes,29.0,Yearly,130000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once every few years,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"5,000 to 9,999 employees",MacOS;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
47975.0,Yes,,Monthly,3250.0,Slovakia,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed part-time,Slightly satisfied,Yes,Every few months,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,500 to 999 employees,Linux;Microsoft Azure,Woman,Mathematics or statistics
47993.0,Yes,34.0,Yearly,67000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a decade,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,10 to 19 employees,Linux;Raspberry Pi;Windows,Woman,"A business discipline (such as accounting, finance, marketing, etc.)"
,Yes,43.0,Yearly,120000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,No,Once a year,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,2 to 9 employees,Android;AWS;Docker;iOS,Woman,"A humanities discipline (such as literature, history, philosophy, etc.)"
48045.0,Yes,,Monthly,10000.0,Poland,PLN,Some college/university study without earning a degree,Employed full-time,Neither satisfied nor dissatisfied,No,Once a year,Yes,No,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,20 to 99 employees,Android;Docker;Kubernetes;Linux;Raspberry Pi;Windows,Man,"Computer science, computer engineering, or software engineering"
48051.0,Yes,37.0,Yearly,140000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Every few months,Yes,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"1,000 to 4,999 employees",Docker;Microsoft Azure,Man,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
48059.0,Yes,33.0,Yearly,80000.0,Austria,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once every few years,No,No,Yes,Visit Stack Overflow;Do other work and come back later,20 to 99 employees,,Woman,Mathematics or statistics
48063.0,Yes,25.0,Yearly,215000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,100 to 499 employees,,Man,"Computer science, computer engineering, or software engineering"
48066.0,Yes,43.0,Yearly,115000.0,Canada,CAD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,,Once every few years,Not sure,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity,2 to 9 employees,Microsoft Azure;Windows,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
48075.0,Yes,,Yearly,90000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Every few months,No,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Visit another developer community (please name):,"10,000 or more employees",Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
48077.0,No,41.0,Yearly,125000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,No,Once a year,Not sure,Yes,No,Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,20 to 99 employees,Android;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
48124.0,Yes,28.0,Yearly,170000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,Yes,Yes,Play games;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",Android;Docker;Google Cloud Platform;iOS;Linux;MacOS;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
48135.0,No,28.0,Yearly,90000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,Not sure,No,Yes,Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,"10,000 or more employees",AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
48136.0,Yes,34.0,Yearly,165000.0,Canada,CAD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,,Once every few years,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,500 to 999 employees,AWS;Kubernetes,Woman,"Computer science, computer engineering, or software engineering"
48151.0,Yes,51.0,Yearly,455000.0,United States,USD,"Professional degree (JD, MD, etc.)",Employed full-time,Slightly dissatisfied,Yes,Once every few years,Yes,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,"1,000 to 4,999 employees",Android;AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
48158.0,No,40.0,Yearly,88000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Every few months,,No,No,Call a coworker or friend;Visit Stack Overflow,10 to 19 employees,AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;WordPress,Man,"Computer science, computer engineering, or software engineering"
48166.0,Yes,27.0,Yearly,125000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,500 to 999 employees,Docker;Kubernetes;MacOS,Man,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
